Gen,NbVert,T_Min,T_Avg,T_Max,V_Min,V_Avg,V_Max,T_mutat,T_eval,T_valid,T_total
71,1108,-37.54,1.84,7.33,-2.77,1.78,2.66,1.16,2.78,0.63,275.45
72,1105,-34.35,0.08,6.43,1.88,4.11,4.97,1.36,2.94,0.47,280.22
73,1100,-34.96,2.21,6.58,-13.53,6.91,7.51,1.56,2.44,0.62,284.85
74,1115,-36.44,1.15,6.44,-8.71,1.98,2.73,1.18,2.83,0.94,289.79
75,1115,-42.43,-0.04,5.63,-7.40,4.79,5.21,1.43,2.82,0.74,294.78
76,1114,-39.73,4.17,7.47,-20.22,1.94,2.52,1.34,2.80,0.53,299.44
77,1115,-40.48,4.11,7.40,-33.22,6.88,7.46,1.28,2.52,0.96,304.20
78,1121,-40.14,-1.41,5.70,-34.61,4.58,5.15,1.24,3.46,0.67,309.58
79,1115,-34.24,-2.55,4.50,-20.41,2.29,2.64,1.14,4.25,0.56,315.53
80,1126,-35.78,-1.29,5.11,-35.75,2.10,2.70,1.34,3.58,0.74,321.20
81,1113,-40.31,-0.78,5.83,-36.43,2.30,2.80,1.37,3.11,0.56,326.24
82,1130,-40.13,0.27,5.01,-42.06,2.43,2.87,1.22,2.98,1.01,331.47
83,1115,-42.97,2.38,6.29,4.69,7.06,7.35,1.29,2.82,0.58,336.16
84,1121,-43.71,-0.06,3.88,1.17,2.96,3.09,1.49,3.44,0.59,341.68
85,1118,-36.20,3.09,7.35,1.23,2.53,2.82,1.75,3.31,0.58,347.32
86,1124,-42.40,0.31,4.95,-3.81,2.42,2.69,0.98,2.90,0.66,351.86
87,1134,-35.94,2.07,6.11,-26.30,2.21,2.70,1.33,3.18,0.59,356.96
88,1126,-39.72,4.49,7.50,2.95,4.83,5.03,1.54,2.73,0.50,361.74
89,1123,-34.15,0.86,5.10,-1.46,0.49,0.59,1.06,3.02,0.73,366.55
90,1126,-35.43,2.73,6.26,2.14,4.84,5.14,1.39,3.10,0.54,371.58
91,1131,-39.01,0.58,5.16,-1.45,0.59,0.73,1.07,2.84,1.10,376.59
92,1121,-42.51,0.14,5.11,3.54,4.93,5.03,1.47,3.12,0.99,382.16
93,1119,-44.49,0.39,4.50,5.01,7.31,7.45,1.26,3.26,1.01,387.69
94,1121,-43.03,0.18,4.49,0.53,2.51,2.77,0.91,3.18,0.59,392.37
95,1119,-38.73,4.50,7.50,0.37,0.61,0.67,1.56,2.79,0.68,397.40
96,1122,-42.94,1.85,6.26,4.69,4.86,4.93,1.34,2.91,0.73,402.37
97,1117,-36.33,-0.83,4.39,1.42,4.93,5.05,1.12,3.23,0.55,407.27
98,1122,-38.87,0.53,5.06,3.66,4.79,4.94,1.00,3.15,0.71,412.12
99,1119,-36.33,2.81,7.32,2.06,2.57,2.72,1.33,3.38,0.81,417.64
100,1128,-42.40,0.02,5.23,4.86,5.04,5.06,0.86,3.00,0.68,422.19
101,1130,-43.37,4.10,7.26,-0.70,2.57,2.79,1.47,3.22,0.47,427.36
102,1133,-42.49,2.01,6.14,-0.17,4.96,5.11,1.66,2.89,0.55,432.45
103,1128,-31.72,-1.05,4.94,-0.07,4.89,5.06,0.95,3.43,1.05,437.89
104,1121,-39.71,0.10,5.15,3.31,6.83,7.38,1.11,3.01,0.67,442.67
105,1126,-36.12,0.66,5.13,-11.48,2.05,2.69,1.41,3.19,0.58,447.85
106,1138,-43.66,0.14,9.53,-9.10,2.06,2.79,1.19,3.45,0.70,453.19
107,1129,-42.26,-0.22,5.15,0.30,4.68,5.17,1.17,2.96,0.78,458.09
108,1128,-42.35,-0.32,5.82,-1.56,4.75,7.21,1.45,3.16,0.58,463.28
109,1133,-35.20,-0.21,5.41,2.52,6.48,7.45,1.47,3.56,0.65,468.97
110,1119,-40.00,-1.03,4.57,-0.29,2.34,2.87,1.40,3.29,0.85,474.52
111,1124,-35.77,-1.54,3.74,0.34,2.01,2.80,1.22,3.46,1.02,480.23
112,1121,-39.23,-1.08,3.67,-42.55,4.52,7.33,1.22,3.66,0.78,485.89
113,1118,-41.34,-0.04,4.92,-2.57,1.86,2.72,1.29,4.07,0.61,491.86
114,1124,-39.32,2.37,7.27,-39.80,4.28,5.09,1.23,3.31,1.02,497.41
115,1134,-37.47,-0.34,4.79,-36.94,2.14,2.84,1.10,3.47,1.10,503.07
116,1122,-42.85,-1.10,4.59,-29.03,2.23,2.73,1.13,3.70,1.03,508.93
117,1122,-35.14,-1.25,3.82,-33.23,2.16,2.82,1.13,3.40,0.76,514.22
118,1118,-43.72,2.43,5.17,-17.21,4.56,5.11,1.18,3.50,0.54,519.44
119,1127,-42.43,2.20,5.16,-9.44,-0.45,2.71,1.53,3.36,0.76,525.09
120,1132,-34.97,0.74,4.34,-21.26,7.02,7.34,1.30,3.63,0.90,530.92
121,1126,-43.81,4.27,7.44,-28.36,3.33,5.06,1.23,3.22,0.69,536.06
122,1118,-35.69,1.59,6.25,2.95,7.18,7.50,1.38,3.56,0.52,541.51
123,1120,-43.39,0.52,5.12,1.03,4.28,5.10,1.30,3.29,0.90,547.01
124,1116,-44.77,4.88,7.51,-1.61,2.62,2.84,1.41,3.41,0.92,552.76
125,1130,-42.27,0.48,5.19,-2.12,2.46,2.66,1.42,3.87,0.78,558.83
126,1140,-41.47,2.88,6.31,-35.14,6.96,7.35,1.39,4.06,0.84,565.11
127,1131,-34.58,0.35,5.12,-28.91,4.50,4.95,1.80,3.82,0.72,571.45
128,1131,-27.99,0.97,5.20,-37.66,2.47,2.82,1.58,4.14,0.59,577.75
129,1127,-23.86,1.13,5.04,-38.68,7.13,7.51,1.76,3.63,0.66,583.81
130,1125,-33.32,1.04,4.40,-35.17,4.74,5.19,1.46,3.99,0.68,589.94
131,1127,-44.48,0.49,4.87,-43.30,4.71,5.14,1.84,4.01,0.56,596.35
132,1126,-38.07,3.11,5.17,-23.15,2.15,2.57,1.89,3.84,0.68,602.75
133,1135,-34.63,5.17,7.48,2.26,4.90,5.18,1.71,3.53,0.69,608.68
134,1141,-39.88,2.47,6.30,-3.15,4.96,5.12,1.20,3.74,0.85,614.47
135,1134,-39.22,0.75,5.10,-16.21,2.17,2.70,1.21,4.00,0.80,620.47
136,1133,-32.56,0.84,5.15,-10.94,2.14,2.76,1.22,4.57,0.69,626.95
137,1122,-42.24,2.49,6.29,-23.80,2.43,2.81,1.28,3.58,0.93,632.74
138,1124,-43.91,0.10,5.10,-37.09,1.96,2.78,1.72,3.75,0.68,638.89
139,1125,-33.95,4.94,9.75,-2.62,3.49,5.04,1.26,3.45,1.06,644.66
140,1128,-44.65,0.17,6.27,1.35,4.25,5.07,1.30,3.05,0.67,649.68
141,1131,-44.41,2.41,7.40,-28.73,1.47,2.76,1.66,3.07,0.61,655.03
142,1126,-32.23,1.98,6.59,-34.98,3.13,5.12,1.53,3.22,0.91,660.69
143,1124,-33.16,1.59,5.96,-34.76,2.50,2.89,1.29,3.32,0.71,666.01
144,1127,-41.28,2.85,6.64,-35.50,4.80,5.20,1.55,3.24,0.52,671.32
145,1125,-38.53,2.96,6.42,-40.32,4.73,5.15,1.58,3.05,0.71,676.67
146,1129,-33.44,5.05,7.33,-28.28,4.50,5.15,1.22,3.28,0.83,682.00
147,1132,-44.97,0.31,5.49,-33.61,2.29,2.84,1.44,3.48,0.60,687.52
148,1129,-34.55,2.94,6.23,-33.52,4.50,5.13,1.91,3.56,0.66,693.65
149,1124,-38.63,0.43,5.05,-23.77,2.24,2.71,1.76,3.72,0.63,699.76
150,1124,-43.07,2.80,7.49,-22.36,1.55,2.75,1.53,3.43,1.02,705.74
151,1126,-39.06,0.10,5.14,-35.66,2.00,2.82,1.18,3.52,0.91,711.35
152,1127,-43.71,2.47,6.28,-38.32,4.41,5.14,1.36,3.20,0.57,716.47
153,1130,-44.65,4.79,7.51,-26.43,1.71,2.70,1.86,3.06,0.59,721.99
154,1132,-42.83,2.67,6.32,-20.07,3.71,5.08,1.38,3.12,0.90,727.39
155,1130,-40.66,2.62,6.34,-43.20,8.55,9.74,1.54,3.26,0.93,733.12
156,1128,-45.09,0.50,5.42,-34.85,7.09,7.47,1.21,3.43,0.99,738.74
157,1131,-43.54,0.53,5.16,-29.09,2.49,5.03,1.49,3.26,1.13,744.62
158,1127,-35.55,-0.48,5.06,-31.97,2.11,2.83,1.58,3.60,0.95,750.75
159,1130,-36.85,-0.63,5.01,-35.29,2.22,2.79,1.54,3.54,1.12,756.95
160,1128,-44.65,2.10,5.11,-41.44,2.29,2.76,1.90,3.18,1.03,763.06
161,1132,-27.69,0.60,4.55,-29.94,2.28,2.79,1.44,3.41,0.75,768.66
162,1135,-45.55,4.68,7.49,-30.03,2.26,2.87,1.88,3.28,0.63,774.45
163,1125,-40.95,3.35,6.33,-41.70,4.96,7.41,1.81,3.47,0.58,780.31
164,1129,-42.15,3.29,7.49,-41.21,4.76,5.19,1.48,3.51,0.90,786.20
165,1115,-42.51,0.76,5.11,-33.99,2.27,2.78,1.32,3.68,1.12,792.32
166,1124,-42.27,1.25,5.86,-34.15,4.77,5.20,1.39,3.76,0.77,798.25
167,1124,-44.96,0.29,5.10,-26.97,2.06,2.80,1.39,3.69,0.57,803.91
168,1135,-41.81,4.71,7.54,-26.90,2.16,2.79,1.92,3.54,0.68,810.05
169,1121,-40.18,1.09,5.22,-28.63,9.09,9.70,2.22,3.24,0.79,816.31
170,1120,-44.23,0.39,5.16,-36.83,4.73,5.18,1.47,3.61,1.13,822.52
171,1124,-43.04,1.61,5.15,1.36,5.07,5.15,1.64,3.87,0.73,828.76
172,1121,-45.84,6.77,9.77,-7.18,2.40,2.82,1.45,3.37,1.12,834.70
173,1115,-32.73,0.45,6.24,-1.47,4.40,5.06,1.41,3.77,1.07,840.95
174,1125,-40.23,2.25,7.46,5.85,7.38,7.44,1.22,3.57,1.03,846.77
175,1128,-29.58,3.36,7.42,-1.39,2.50,2.77,1.45,3.75,0.70,852.68
176,1130,-40.94,1.05,5.89,-6.05,1.84,2.67,2.14,3.74,0.68,859.24
177,1127,-40.75,1.21,6.18,-3.58,2.41,2.79,2.13,3.67,0.56,865.60
178,1128,-41.19,5.13,7.43,4.97,7.35,7.48,1.86,3.21,0.59,871.27
179,1124,-42.36,3.14,6.82,2.46,2.73,2.86,1.74,3.79,0.71,877.50
180,1120,-43.42,1.17,5.12,4.78,5.08,5.16,1.48,3.70,1.08,883.76
181,1128,-40.66,0.72,5.98,4.91,5.18,5.23,1.37,3.65,0.79,889.57
182,1122,-44.29,4.73,7.42,0.74,2.50,2.81,1.55,3.63,0.61,895.36
183,1134,-38.39,2.83,6.62,0.92,4.91,5.04,1.21,3.34,1.15,901.06
184,1130,-43.67,4.97,7.48,0.68,2.59,2.81,1.40,3.34,1.17,906.98
185,1121,-43.41,2.96,6.32,0.46,2.58,2.78,1.61,3.75,0.61,912.96
186,1132,-41.22,0.97,5.28,0.59,2.55,2.81,1.59,3.58,0.89,919.03
187,1127,-44.51,0.64,5.14,2.56,2.79,2.86,1.58,3.58,0.98,925.16
188,1132,-41.66,1.03,5.15,3.55,5.12,5.16,1.68,3.44,0.81,931.09
189,1126,-41.95,2.81,5.88,2.74,4.73,5.09,1.78,3.23,0.83,936.93
190,1135,-41.16,2.91,5.84,-0.25,2.56,2.68,1.76,3.28,0.64,942.62
191,1128,-43.39,0.83,5.07,4.85,5.12,5.18,1.63,3.54,0.57,948.36
192,1125,-40.85,2.61,5.69,4.59,5.00,5.12,1.56,3.26,0.71,953.89
193,1130,-40.06,-0.88,5.03,4.74,7.37,7.49,1.83,3.70,0.59,960.01
194,1125,-36.77,0.38,4.61,2.58,4.65,5.14,1.74,3.37,0.67,965.81
195,1122,-44.47,4.58,7.47,-19.05,2.42,2.71,1.57,3.30,0.65,971.32
196,1128,-44.47,4.63,7.49,-31.75,2.20,2.81,1.27,3.14,0.90,976.63
197,1128,-40.72,2.37,6.28,-26.16,2.40,2.81,2.02,3.41,0.81,982.86
198,1134,-37.84,1.06,5.39,-33.76,3.15,5.21,1.94,3.64,0.55,988.99
199,1134,-43.64,1.08,5.83,-22.62,2.37,2.70,1.49,3.42,0.62,994.52
200,1136,-42.27,1.13,5.13,-41.86,2.40,2.80,1.88,3.64,0.58,1000.62
201,1146,-39.60,4.82,7.45,-32.74,2.50,2.90,1.48,3.48,0.56,1006.14
202,1135,-45.89,5.10,7.46,-6.99,2.41,2.83,1.42,3.41,0.58,1011.55
203,1133,-44.37,2.82,7.45,0.44,2.42,2.65,1.30,3.43,0.69,1016.97
204,1136,-40.50,1.03,5.87,2.66,5.09,7.33,1.83,4.01,0.77,1023.58
205,1127,-45.22,1.03,5.92,-1.80,2.53,2.75,1.30,3.77,0.90,1029.54
206,1133,-40.46,0.25,5.12,0.29,2.68,2.82,1.61,3.94,0.80,1035.90
207,1127,-37.34,0.53,5.01,2.44,2.77,2.85,1.55,3.89,0.74,1042.08
208,1134,-39.56,0.58,4.31,0.49,2.74,2.86,1.70,3.97,0.64,1048.38
209,1131,-44.22,4.81,7.44,1.23,2.71,2.86,1.62,3.42,0.77,1054.19
210,1130,-30.49,3.17,6.27,2.22,2.58,2.81,1.69,3.55,0.83,1060.25
211,1131,-40.21,3.34,6.32,6.15,7.29,7.38,1.64,3.45,0.63,1065.97
212,1140,-39.35,3.31,6.32,-11.53,4.90,5.16,1.37,3.95,0.62,1071.92
213,1140,-30.33,1.06,5.11,-4.06,4.86,5.07,1.65,3.97,0.79,1078.33
214,1142,-40.46,3.19,5.72,0.70,9.60,9.71,1.60,3.64,0.59,1084.16
215,1139,-42.66,2.80,7.35,-1.16,4.90,5.20,1.68,3.81,0.61,1090.26
216,1140,-42.40,2.80,6.22,-43.26,4.77,5.17,1.40,3.83,0.61,1096.10
217,1146,-39.47,3.01,6.09,-29.88,4.78,5.14,1.67,3.61,0.72,1102.11
218,1147,-42.99,2.38,5.61,-34.28,2.31,2.83,1.95,3.54,0.86,1108.46
219,1145,-38.41,2.80,5.74,-32.82,2.50,2.81,1.74,3.45,0.84,1114.49
220,1141,-41.96,0.95,5.10,-17.06,2.53,2.83,1.69,3.73,0.78,1120.68
221,1146,-44.12,0.57,5.08,-36.19,4.87,5.19,1.36,3.61,0.74,1126.41
222,1147,-41.95,1.10,4.79,-32.88,3.07,5.06,1.68,3.75,0.90,1132.74
223,1148,-36.87,1.05,4.85,-25.28,2.06,2.66,1.09,3.78,0.75,1138.37
224,1144,-39.53,4.24,9.59,-31.67,2.32,2.88,1.77,3.77,0.92,1144.82
225,1146,-42.77,4.85,8.41,-26.84,4.23,5.09,1.50,3.66,0.66,1150.64
226,1144,-39.07,4.63,8.02,-35.09,4.64,5.09,1.45,3.84,0.66,1156.59
227,1141,-37.33,2.88,7.25,-35.87,7.15,9.79,1.70,4.05,0.58,1162.92
228,1136,-30.98,1.12,6.35,-19.72,2.19,2.63,1.66,3.72,0.90,1169.20
229,1139,-39.21,2.72,6.64,-18.17,2.30,2.62,1.06,3.99,0.62,1174.88
230,1134,-34.23,1.41,6.18,4.77,5.02,5.13,1.54,3.73,0.87,1181.02
231,1140,-37.65,1.05,5.80,3.46,4.92,5.05,1.21,3.92,0.73,1186.88
232,1143,-44.63,2.77,6.16,-2.66,5.07,5.18,1.79,3.81,0.68,1193.16
233,1131,-35.67,5.45,7.46,-40.05,4.77,5.16,1.29,3.58,0.80,1198.83
234,1134,-41.22,3.49,6.28,-34.64,4.73,5.07,1.39,4.15,0.57,1204.94
235,1139,-46.01,5.28,7.44,-38.78,4.48,5.10,1.36,3.64,0.61,1210.55
236,1138,-30.81,3.20,6.64,-26.75,2.29,2.67,1.41,3.77,0.69,1216.42
237,1138,-38.66,2.98,6.68,-28.62,2.47,2.77,1.43,3.97,0.75,1222.57
238,1145,-41.81,0.85,5.83,0.53,2.64,2.77,1.51,4.04,0.85,1228.97
239,1135,-36.98,3.16,6.30,0.55,2.61,2.79,1.38,3.79,0.88,1235.01
240,1144,-42.04,4.78,7.49,0.76,5.08,5.21,1.65,3.67,0.51,1240.84
241,1148,-42.69,0.79,5.10,1.31,4.94,5.21,1.51,3.93,0.78,1247.07
242,1150,-33.42,5.23,7.44,-2.06,2.60,5.14,1.52,3.78,1.03,1253.40
243,1145,-42.35,2.94,6.64,0.77,2.58,2.76,1.86,3.89,0.80,1259.95
244,1148,-42.53,2.85,6.61,3.61,9.68,9.82,1.53,3.73,0.84,1266.04
245,1147,-36.28,1.14,5.59,0.61,4.71,5.01,1.47,4.37,0.71,1272.59
246,1135,-41.03,1.44,5.67,2.38,2.81,2.86,1.79,3.92,0.57,1278.86
247,1147,-35.08,2.82,5.94,-1.73,2.71,2.81,1.88,3.99,0.96,1285.69
248,1141,-42.04,2.97,6.18,7.42,9.73,9.80,1.55,4.02,0.59,1291.85
249,1145,-29.47,0.69,5.36,3.30,5.06,5.12,1.63,4.00,0.53,1298.02
