Gen,NbVert,T_Min,T_Avg,T_Max,V_Min,V_Avg,V_Max,T_mutat,T_eval,T_valid,T_total
154,1132,-42.83,2.67,6.32,-20.07,3.71,5.08,1.30,3.08,1.00,719.50
155,1130,-40.66,2.62,6.34,-43.20,8.55,9.74,1.37,3.28,1.00,725.15
156,1128,-45.09,0.50,5.42,-34.85,7.09,7.47,1.10,3.37,0.93,730.55
157,1131,-43.54,0.53,5.16,-29.09,2.49,5.03,1.54,3.21,1.09,736.40
158,1127,-35.55,-0.48,5.06,-31.97,2.11,2.83,1.49,3.72,0.94,742.55
159,1130,-36.85,-0.63,5.01,-35.29,2.22,2.79,1.39,3.63,0.95,748.52
160,1128,-44.65,2.10,5.11,-41.44,2.29,2.76,1.71,3.50,0.59,754.32
161,1132,-27.69,0.60,4.55,-29.94,2.28,2.79,1.44,3.54,0.91,760.20
162,1135,-45.55,4.68,7.49,-30.03,2.26,2.87,1.51,3.41,0.95,766.07
163,1125,-40.95,3.35,6.33,-41.70,4.96,7.41,1.14,3.75,0.88,771.84
164,1129,-42.15,3.29,7.49,-41.21,4.76,5.19,1.30,3.48,1.04,777.66
165,1115,-42.51,0.76,5.11,-33.99,2.27,2.78,1.27,3.81,0.71,783.46
166,1124,-42.27,1.25,5.86,-34.15,4.77,5.20,1.21,3.68,0.60,788.95
167,1124,-44.96,0.29,5.10,-26.97,2.06,2.80,1.53,3.42,0.58,794.48
168,1135,-41.81,4.71,7.54,-26.90,2.16,2.79,1.60,3.64,0.58,800.29
169,1121,-40.18,1.09,5.22,-28.63,9.09,9.70,1.59,3.83,0.83,806.55
170,1120,-44.23,0.39,5.16,-36.83,4.73,5.18,1.16,3.48,0.82,812.00
171,1124,-43.04,1.61,5.15,1.36,5.07,5.15,1.64,3.65,0.54,817.83
172,1121,-45.84,6.77,9.77,-7.18,2.40,2.82,1.84,3.39,0.56,823.62
173,1115,-32.73,0.45,6.24,-1.47,4.40,5.06,1.54,4.01,0.52,829.70
174,1125,-40.23,2.25,7.46,5.85,7.38,7.44,1.20,3.57,0.66,835.13
175,1128,-29.58,3.36,7.42,-1.39,2.50,2.77,1.65,3.71,0.57,841.06
176,1130,-40.94,1.05,5.89,-6.05,1.84,2.67,2.15,3.86,0.63,847.69
177,1127,-40.75,1.21,6.18,-3.58,2.41,2.79,2.17,3.59,0.65,854.10
178,1128,-41.19,5.13,7.43,4.97,7.35,7.48,1.39,3.46,1.06,860.01
179,1124,-42.36,3.14,6.82,2.46,2.73,2.86,1.61,3.81,0.94,866.38
180,1120,-43.42,1.17,5.12,4.78,5.08,5.16,1.35,3.69,1.05,872.47
181,1128,-40.66,0.72,5.98,4.91,5.18,5.23,1.25,3.50,0.64,877.86
182,1122,-44.29,4.73,7.42,0.74,2.50,2.81,1.75,3.68,0.56,883.84
183,1134,-38.39,2.83,6.62,0.92,4.91,5.04,1.15,3.58,0.87,889.43
184,1130,-43.67,4.97,7.48,0.68,2.59,2.81,1.46,3.39,0.48,894.76
185,1121,-43.41,2.96,6.32,0.46,2.58,2.78,2.13,3.39,0.58,900.86
186,1132,-41.22,0.97,5.28,0.59,2.55,2.81,1.69,3.29,1.12,906.96
187,1127,-44.51,0.64,5.14,2.56,2.79,2.86,1.65,3.42,0.83,912.86
188,1132,-41.66,1.03,5.15,3.55,5.12,5.16,1.65,3.63,0.53,918.67
189,1126,-41.95,2.81,5.88,2.74,4.73,5.09,1.97,3.45,0.55,924.65
190,1135,-41.16,2.91,5.84,-0.25,2.56,2.68,1.71,3.94,0.67,930.96
191,1128,-43.39,0.83,5.07,4.85,5.12,5.18,1.76,4.14,0.68,937.53
192,1125,-40.85,2.61,5.69,4.59,5.00,5.12,1.86,3.31,0.90,943.61
193,1130,-40.06,-0.88,5.03,4.74,7.37,7.49,1.36,4.02,1.13,950.12
194,1125,-36.77,0.38,4.61,2.58,4.65,5.14,1.77,3.78,0.70,956.37
195,1122,-44.47,4.58,7.47,-19.05,2.42,2.71,1.29,3.57,0.51,961.74
196,1128,-44.47,4.63,7.49,-31.75,2.20,2.81,0.87,2.46,0.50,965.57
197,1128,-40.72,2.37,6.28,-26.16,2.40,2.81,1.31,2.69,0.54,970.11
198,1134,-37.84,1.06,5.39,-33.76,3.15,5.21,1.38,2.66,0.52,974.68
199,1134,-43.64,1.08,5.83,-22.62,2.37,2.70,1.10,2.61,0.53,978.91
200,1136,-42.27,1.13,5.13,-41.86,2.40,2.80,1.38,2.61,0.54,983.44
201,1146,-39.60,4.82,7.45,-32.74,2.50,2.90,1.12,2.60,0.52,987.69
202,1135,-45.89,5.10,7.46,-6.99,2.41,2.83,1.09,2.45,0.52,991.75
203,1133,-44.37,2.82,7.45,0.44,2.42,2.65,1.05,2.60,0.58,995.98
204,1136,-40.50,1.03,5.87,2.66,5.09,7.33,1.37,2.92,0.57,1000.85
205,1127,-45.22,1.03,5.92,-1.80,2.53,2.75,1.05,2.72,0.56,1005.18
206,1133,-40.46,0.25,5.12,0.29,2.68,2.82,1.22,2.82,0.57,1009.79
207,1127,-37.34,0.53,5.01,2.44,2.77,2.85,0.95,2.99,0.55,1014.28
208,1134,-39.56,0.58,4.31,0.49,2.74,2.86,1.13,2.85,0.55,1018.81
209,1131,-44.22,4.81,7.44,1.23,2.71,2.86,1.17,2.64,0.49,1023.11
210,1130,-30.49,3.17,6.27,2.22,2.58,2.81,1.12,2.74,0.51,1027.48
211,1131,-40.21,3.34,6.32,6.15,7.29,7.38,1.22,2.60,0.51,1031.82
212,1140,-39.35,3.31,6.32,-11.53,4.90,5.16,1.06,2.72,0.56,1036.16
213,1140,-30.33,1.06,5.11,-4.06,4.86,5.07,1.21,2.88,0.57,1040.82
214,1142,-40.46,3.19,5.72,0.70,9.60,9.71,1.32,2.64,0.53,1045.32
215,1139,-42.66,2.80,7.35,-1.16,4.90,5.20,1.24,2.83,0.53,1049.91
216,1140,-42.40,2.80,6.22,-43.26,4.77,5.17,1.15,2.74,0.54,1054.35
217,1146,-39.47,3.01,6.09,-29.88,4.78,5.14,1.18,2.82,0.54,1058.89
218,1147,-42.99,2.38,5.61,-34.28,2.31,2.83,1.41,2.73,0.59,1063.62
219,1145,-38.41,2.80,5.74,-32.82,2.50,2.81,1.18,2.68,0.54,1068.02
220,1141,-41.96,0.95,5.10,-17.06,2.53,2.83,1.25,2.82,0.57,1072.67
221,1146,-44.12,0.57,5.08,-36.19,4.87,5.19,1.20,2.79,0.57,1077.22
222,1147,-41.95,1.10,4.79,-32.88,3.07,5.06,1.20,2.88,0.59,1081.89
223,1148,-36.87,1.05,4.85,-25.28,2.06,2.66,0.90,2.92,0.61,1086.32
224,1144,-39.53,4.24,9.59,-31.67,2.32,2.88,1.17,2.85,0.54,1090.87
225,1146,-42.77,4.85,8.41,-26.84,4.23,5.09,1.10,2.73,0.56,1095.26
226,1144,-39.07,4.63,8.02,-35.09,4.64,5.09,1.11,2.85,0.56,1099.78
227,1141,-37.33,2.88,7.25,-35.87,7.15,9.79,1.10,2.92,0.54,1104.34
228,1136,-30.98,1.12,6.35,-19.72,2.19,2.63,1.08,2.94,0.56,1108.93
229,1139,-39.21,2.72,6.64,-18.17,2.30,2.62,0.95,2.85,0.59,1113.33
230,1134,-34.23,1.41,6.18,4.77,5.02,5.13,1.16,2.90,0.51,1117.90
231,1140,-37.65,1.05,5.80,3.46,4.92,5.05,1.13,2.91,0.56,1122.50
232,1143,-44.63,2.77,6.16,-2.66,5.07,5.18,1.31,2.77,0.53,1127.11
233,1131,-35.67,5.45,7.46,-40.05,4.77,5.16,1.01,2.77,0.53,1131.42
234,1134,-41.22,3.49,6.28,-34.64,4.73,5.07,1.07,2.93,0.57,1136.00
235,1139,-46.01,5.28,7.44,-38.78,4.48,5.10,0.94,2.81,0.60,1140.34
236,1138,-30.81,3.20,6.64,-26.75,2.29,2.67,1.01,3.00,0.61,1144.97
237,1138,-38.66,2.98,6.68,-28.62,2.47,2.77,1.07,2.97,0.59,1149.60
238,1145,-41.81,0.85,5.83,0.53,2.64,2.77,1.09,3.04,0.61,1154.34
239,1135,-36.98,3.16,6.30,0.55,2.61,2.79,1.24,2.86,0.58,1159.01
240,1144,-42.04,4.78,7.49,0.76,5.08,5.21,1.21,2.72,0.51,1163.45
241,1148,-42.69,0.79,5.10,1.31,4.94,5.21,1.06,3.00,0.57,1168.07
242,1150,-33.42,5.23,7.44,-2.06,2.60,5.14,1.26,2.88,0.59,1172.81
243,1145,-42.35,2.94,6.64,0.77,2.58,2.76,1.41,2.87,0.61,1177.71
244,1148,-42.53,2.85,6.61,3.61,9.68,9.82,1.22,2.86,0.55,1182.34
245,1147,-36.28,1.14,5.59,0.61,4.71,5.01,1.25,3.03,0.60,1187.22
246,1135,-41.03,1.44,5.67,2.38,2.81,2.86,1.15,3.00,0.55,1191.93
247,1147,-35.08,2.82,5.94,-1.73,2.71,2.81,1.30,3.04,0.56,1196.82
248,1141,-42.04,2.97,6.18,7.42,9.73,9.80,1.27,2.85,0.50,1201.45
249,1145,-29.47,0.69,5.36,3.30,5.06,5.12,1.19,2.95,0.54,1206.13
