Gen,NbVert,T_Min,T_Avg,T_Max,V_Min,V_Avg,V_Max,T_mutat,T_eval,T_valid,T_total
48,1103,-34.94,-2.06,5.01,-9.15,0.42,2.58,1.43,2.61,0.58,175.75
49,1107,-40.98,0.68,5.10,-2.02,2.13,2.81,1.27,2.64,0.53,180.19
50,1121,-34.97,-0.12,5.01,0.24,4.03,4.99,1.68,2.83,0.55,185.25
51,1119,-36.33,0.15,5.17,-5.33,1.36,2.68,1.53,2.48,0.73,189.99
52,1107,-41.41,1.29,5.15,1.28,4.75,5.16,1.54,2.21,0.67,194.42
53,1119,-42.40,-1.41,4.94,-4.07,-0.09,2.53,1.63,2.62,0.73,199.39
54,1116,-41.02,-0.85,4.46,-1.95,0.45,2.54,1.49,2.76,0.58,204.22
55,1115,-43.64,-1.47,3.88,0.04,3.91,4.94,1.30,2.59,0.57,208.68
56,1111,-35.47,0.17,5.00,-3.56,3.83,4.97,1.31,2.77,0.73,213.49
57,1111,-40.88,-1.76,4.45,-1.21,6.78,7.29,1.45,2.91,0.55,218.39
58,1116,-43.25,-1.44,4.09,-0.70,0.57,2.44,1.87,2.49,0.84,223.59
59,1111,-51.13,-0.82,3.82,-0.20,2.38,2.83,1.26,2.79,0.60,228.24
60,1114,-34.36,-1.22,3.65,2.96,4.70,5.12,1.53,2.96,0.52,233.24
61,1122,-38.86,-1.53,3.26,0.90,3.02,4.96,1.69,2.65,0.81,238.39
62,1114,-35.87,-0.19,4.92,-4.23,0.68,2.61,1.22,2.98,0.72,243.32
63,1109,-44.15,1.17,7.47,-5.61,1.06,2.65,1.56,2.92,0.45,248.25
64,1114,-34.95,2.72,7.41,-36.74,6.47,7.34,1.15,2.70,0.58,252.69
65,1106,-41.04,-0.63,5.13,-29.53,1.90,2.80,1.61,2.67,0.64,257.61
66,1108,-40.58,-1.10,5.85,-26.71,1.82,2.63,1.29,2.90,0.66,262.46
67,1113,-43.06,5.31,9.80,-20.63,-2.02,2.16,1.75,2.77,0.61,267.59
68,1106,-40.67,1.84,7.34,-30.69,-0.89,2.18,1.07,2.87,0.69,272.23
69,1104,-40.23,-0.59,6.23,-34.60,4.70,7.12,1.14,2.61,0.67,276.65
70,1107,-40.65,3.55,8.43,-15.46,2.04,2.76,1.43,2.98,0.99,282.06
71,1108,-37.54,1.84,7.33,-2.77,1.78,2.66,1.10,3.11,0.58,286.85
72,1105,-34.35,0.08,6.43,1.88,4.11,4.97,1.17,2.94,0.68,291.63
73,1100,-34.96,2.21,6.58,-13.53,6.91,7.51,1.47,3.09,0.45,296.64
74,1115,-36.44,1.15,6.44,-8.71,1.98,2.73,1.52,2.61,1.10,301.87
75,1115,-42.43,-0.04,5.63,-7.40,4.79,5.21,1.38,3.22,0.50,306.98
76,1114,-39.73,4.17,7.47,-20.22,1.94,2.52,1.70,2.51,1.13,312.32
77,1115,-40.48,4.11,7.40,-33.22,6.88,7.46,1.08,3.26,0.51,317.17
78,1121,-40.14,-1.41,5.70,-34.61,4.58,5.15,1.80,3.62,0.61,323.20
79,1115,-34.24,-2.55,4.50,-20.41,2.29,2.64,1.27,4.55,0.50,329.51
80,1126,-35.78,-1.29,5.11,-35.75,2.10,2.70,1.60,3.28,0.68,335.07
81,1113,-40.31,-0.78,5.83,-36.43,2.30,2.80,1.35,3.28,0.69,340.38
82,1130,-40.13,0.27,5.01,-42.06,2.43,2.87,1.54,2.99,0.54,345.45
83,1115,-42.97,2.38,6.29,4.69,7.06,7.35,1.46,2.95,0.65,350.51
84,1121,-43.71,-0.06,3.88,1.17,2.96,3.09,1.50,3.37,0.60,355.98
85,1118,-36.20,3.09,7.35,1.23,2.53,2.82,1.46,3.44,1.18,362.06
86,1124,-42.40,0.31,4.95,-3.81,2.42,2.69,0.91,3.56,0.82,367.35
87,1134,-35.94,2.07,6.11,-26.30,2.21,2.70,1.72,3.31,0.58,372.96
88,1126,-39.72,4.49,7.50,2.95,4.83,5.03,1.09,3.16,0.74,377.95
89,1123,-34.15,0.86,5.10,-1.46,0.49,0.59,1.40,3.46,0.70,383.51
90,1126,-35.43,2.73,6.26,2.14,4.84,5.14,1.36,3.12,0.72,388.70
91,1131,-39.01,0.58,5.16,-1.45,0.59,0.73,1.32,3.45,0.72,394.18
92,1121,-42.51,0.14,5.11,3.54,4.93,5.03,2.03,2.74,1.14,400.08
93,1119,-44.49,0.39,4.50,5.01,7.31,7.45,1.32,3.43,0.54,405.37
94,1121,-43.03,0.18,4.49,0.53,2.51,2.77,1.33,2.90,0.81,410.41
95,1119,-38.73,4.50,7.50,0.37,0.61,0.67,1.44,3.26,0.60,415.72
96,1122,-42.94,1.85,6.26,4.69,4.86,4.93,1.58,3.18,1.15,421.64
97,1117,-36.33,-0.83,4.39,1.42,4.93,5.05,1.01,3.71,0.62,426.97
98,1122,-38.87,0.53,5.06,3.66,4.79,4.94,1.04,3.26,1.15,432.42
99,1119,-36.33,2.81,7.32,2.06,2.57,2.72,1.25,3.69,0.58,437.95
100,1128,-42.40,0.02,5.23,4.86,5.04,5.06,0.99,3.11,0.73,442.78
101,1130,-43.37,4.10,7.26,-0.70,2.57,2.79,1.46,3.65,0.61,448.50
102,1133,-42.49,2.01,6.14,-0.17,4.96,5.11,1.29,3.41,1.11,454.32
103,1128,-31.72,-1.05,4.94,-0.07,4.89,5.06,0.90,3.69,0.48,459.39
104,1121,-39.71,0.10,5.15,3.31,6.83,7.38,1.85,2.54,1.10,464.89
105,1126,-36.12,0.66,5.13,-11.48,2.05,2.69,1.36,3.57,0.55,470.36
106,1138,-43.66,0.14,9.53,-9.10,2.06,2.79,1.59,3.18,0.69,475.83
107,1129,-42.26,-0.22,5.15,0.30,4.68,5.17,1.08,3.34,0.69,480.94
108,1128,-42.35,-0.32,5.82,-1.56,4.75,7.21,1.68,3.18,0.63,486.43
109,1133,-35.20,-0.21,5.41,2.52,6.48,7.45,1.35,4.32,0.56,492.65
110,1119,-40.00,-1.03,4.57,-0.29,2.34,2.87,1.21,3.58,1.05,498.49
111,1124,-35.77,-1.54,3.74,0.34,2.01,2.80,1.31,3.63,0.55,503.98
112,1121,-39.23,-1.08,3.67,-42.55,4.52,7.33,1.88,3.69,0.63,510.19
113,1118,-41.34,-0.04,4.92,-2.57,1.86,2.72,1.45,3.93,1.01,516.57
114,1124,-39.32,2.37,7.27,-39.80,4.28,5.09,1.03,3.74,0.60,521.93
115,1134,-37.47,-0.34,4.79,-36.94,2.14,2.84,1.81,3.72,0.70,528.16
116,1122,-42.85,-1.10,4.59,-29.03,2.23,2.73,1.49,3.67,0.88,534.20
117,1122,-35.14,-1.25,3.82,-33.23,2.16,2.82,1.07,3.69,0.83,539.80
118,1118,-43.72,2.43,5.17,-17.21,4.56,5.11,1.24,3.47,0.62,545.14
119,1127,-42.43,2.20,5.16,-9.44,-0.45,2.71,1.75,3.38,0.84,551.10
120,1132,-34.97,0.74,4.34,-21.26,7.02,7.34,1.23,3.42,0.55,556.30
121,1126,-43.81,4.27,7.44,-28.36,3.33,5.06,1.81,3.13,0.64,561.88
122,1118,-35.69,1.59,6.25,2.95,7.18,7.50,1.30,3.89,1.10,568.18
123,1120,-43.39,0.52,5.12,1.03,4.28,5.10,1.15,3.39,0.71,573.42
124,1116,-44.77,4.88,7.51,-1.61,2.62,2.84,1.25,3.41,0.96,579.05
125,1130,-42.27,0.48,5.19,-2.12,2.46,2.66,1.47,3.78,0.66,584.96
126,1140,-41.47,2.88,6.31,-35.14,6.96,7.35,1.54,3.84,0.84,591.18
127,1131,-34.58,0.35,5.12,-28.91,4.50,4.95,1.44,3.99,1.25,597.85
128,1131,-27.99,0.97,5.20,-37.66,2.47,2.82,1.21,4.00,1.37,604.44
129,1127,-23.86,1.13,5.04,-38.68,7.13,7.51,1.44,3.96,0.97,610.81
130,1125,-33.32,1.04,4.40,-35.17,4.74,5.19,1.47,4.05,0.59,616.91
131,1127,-44.48,0.49,4.87,-43.30,4.71,5.14,2.00,4.16,0.70,623.78
132,1126,-38.07,3.11,5.17,-23.15,2.15,2.57,1.68,4.16,0.74,630.36
133,1135,-34.63,5.17,7.48,2.26,4.90,5.18,1.42,3.87,1.11,636.76
134,1141,-39.88,2.47,6.30,-3.15,4.96,5.12,0.96,3.93,0.60,642.25
135,1134,-39.22,0.75,5.10,-16.21,2.17,2.70,1.67,3.68,0.93,648.52
136,1133,-32.56,0.84,5.15,-10.94,2.14,2.76,1.52,3.90,1.41,655.35
137,1122,-42.24,2.49,6.29,-23.80,2.43,2.81,1.09,3.75,0.52,660.72
138,1124,-43.91,0.10,5.10,-37.09,1.96,2.78,2.15,3.90,0.66,667.42
139,1125,-33.95,4.94,9.75,-2.62,3.49,5.04,1.34,3.68,1.17,673.61
140,1128,-44.65,0.17,6.27,1.35,4.25,5.07,1.31,3.31,0.52,678.75
141,1131,-44.41,2.41,7.40,-28.73,1.47,2.76,1.97,3.00,0.85,684.58
142,1126,-32.23,1.98,6.59,-34.98,3.13,5.12,1.62,3.51,1.15,690.86
143,1124,-33.16,1.59,5.96,-34.76,2.50,2.89,1.31,3.74,0.64,696.55
144,1127,-41.28,2.85,6.64,-35.50,4.80,5.20,1.42,3.60,1.04,702.60
145,1125,-38.53,2.96,6.42,-40.32,4.73,5.15,1.38,3.13,0.59,707.70
146,1129,-33.44,5.05,7.33,-28.28,4.50,5.15,1.15,3.63,0.56,713.04
147,1132,-44.97,0.31,5.49,-33.61,2.29,2.84,2.10,3.33,1.05,719.52
148,1129,-34.55,2.94,6.23,-33.52,4.50,5.13,1.27,3.91,0.83,725.53
149,1124,-38.63,0.43,5.05,-23.77,2.24,2.71,1.84,3.94,0.66,731.97
150,1124,-43.07,2.80,7.49,-22.36,1.55,2.75,1.76,3.50,0.91,738.14
151,1126,-39.06,0.10,5.14,-35.66,2.00,2.82,1.22,3.54,0.75,743.65
152,1127,-43.71,2.47,6.28,-38.32,4.41,5.14,1.97,3.46,0.55,749.63
153,1130,-44.65,4.79,7.51,-26.43,1.71,2.70,1.63,3.16,0.74,755.16
154,1132,-42.83,2.67,6.32,-20.07,3.71,5.08,1.56,2.37,0.78,759.88
155,1130,-40.66,2.62,6.34,-43.20,8.55,9.74,1.76,3.00,0.68,765.32
156,1128,-45.09,0.50,5.42,-34.85,7.09,7.47,1.23,3.06,0.72,770.33
157,1131,-43.54,0.53,5.16,-29.09,2.49,5.03,1.68,2.83,0.67,775.51
158,1127,-35.55,-0.48,5.06,-31.97,2.11,2.83,1.70,3.33,0.52,781.07
159,1130,-36.85,-0.63,5.01,-35.29,2.22,2.79,1.45,3.56,0.80,786.88
160,1128,-44.65,2.10,5.11,-41.44,2.29,2.76,2.24,3.19,0.54,792.86
161,1132,-27.69,0.60,4.55,-29.94,2.28,2.79,1.58,3.51,0.80,798.75
162,1135,-45.55,4.68,7.49,-30.03,2.26,2.87,1.68,3.14,0.69,804.26
163,1125,-40.95,3.35,6.33,-41.70,4.96,7.41,1.26,3.44,0.70,809.66
164,1129,-42.15,3.29,7.49,-41.21,4.76,5.19,1.47,3.52,0.69,815.34
165,1115,-42.51,0.76,5.11,-33.99,2.27,2.78,1.40,3.56,0.56,820.85
166,1124,-42.27,1.25,5.86,-34.15,4.77,5.20,1.46,3.78,0.57,826.66
167,1124,-44.96,0.29,5.10,-26.97,2.06,2.80,1.32,3.47,0.72,832.17
168,1135,-41.81,4.71,7.54,-26.90,2.16,2.79,1.75,3.27,0.74,837.93
169,1121,-40.18,1.09,5.22,-28.63,9.09,9.70,1.89,3.71,0.65,844.19
170,1120,-44.23,0.39,5.16,-36.83,4.73,5.18,1.42,3.37,0.78,849.76
171,1124,-43.04,1.61,5.15,1.36,5.07,5.15,1.76,3.36,0.75,855.63
172,1121,-45.84,6.77,9.77,-7.18,2.40,2.82,1.44,3.45,0.55,861.06
173,1115,-32.73,0.45,6.24,-1.47,4.40,5.06,1.50,3.46,0.75,866.78
174,1125,-40.23,2.25,7.46,5.85,7.38,7.44,1.29,3.57,0.55,872.20
175,1128,-29.58,3.36,7.42,-1.39,2.50,2.77,1.59,3.51,0.63,877.93
176,1130,-40.94,1.05,5.89,-6.05,1.84,2.67,2.03,3.72,0.71,884.40
177,1127,-40.75,1.21,6.18,-3.58,2.41,2.79,1.96,3.75,0.68,890.80
178,1128,-41.19,5.13,7.43,4.97,7.35,7.48,1.49,3.23,0.81,896.33
179,1124,-42.36,3.14,6.82,2.46,2.73,2.86,1.70,3.84,0.71,902.58
180,1120,-43.42,1.17,5.12,4.78,5.08,5.16,1.43,3.52,0.67,908.21
181,1128,-40.66,0.72,5.98,4.91,5.18,5.23,1.78,3.38,0.79,914.15
182,1122,-44.29,4.73,7.42,0.74,2.50,2.81,1.25,3.83,0.81,920.04
183,1134,-38.39,2.83,6.62,0.92,4.91,5.04,1.16,3.13,0.69,925.01
184,1130,-43.67,4.97,7.48,0.68,2.59,2.81,1.66,3.39,0.62,930.68
185,1121,-43.41,2.96,6.32,0.46,2.58,2.78,1.72,3.26,0.76,936.42
186,1132,-41.22,0.97,5.28,0.59,2.55,2.81,1.63,3.47,0.61,942.14
187,1127,-44.51,0.64,5.14,2.56,2.79,2.86,1.87,3.28,0.67,947.96
188,1132,-41.66,1.03,5.15,3.55,5.12,5.16,1.73,3.51,0.69,953.88
189,1126,-41.95,2.81,5.88,2.74,4.73,5.09,1.83,3.25,0.74,959.69
190,1135,-41.16,2.91,5.84,-0.25,2.56,2.68,1.47,3.35,0.95,965.46
191,1128,-43.39,0.83,5.07,4.85,5.12,5.18,1.63,3.84,0.67,971.59
192,1125,-40.85,2.61,5.69,4.59,5.00,5.12,1.57,3.59,0.76,977.51
193,1130,-40.06,-0.88,5.03,4.74,7.37,7.49,1.88,3.96,0.92,984.27
194,1125,-36.77,0.38,4.61,2.58,4.65,5.14,2.00,3.63,0.80,990.70
195,1122,-44.47,4.58,7.47,-19.05,2.42,2.71,1.40,3.80,0.61,996.52
196,1128,-44.47,4.63,7.49,-31.75,2.20,2.81,1.29,3.49,0.59,1001.90
197,1128,-40.72,2.37,6.28,-26.16,2.40,2.81,1.85,3.65,0.73,1008.13
198,1134,-37.84,1.06,5.39,-33.76,3.15,5.21,2.06,3.66,0.93,1014.78
199,1134,-43.64,1.08,5.83,-22.62,2.37,2.70,1.45,3.86,0.58,1020.68
200,1136,-42.27,1.13,5.13,-41.86,2.40,2.80,1.89,3.98,0.64,1027.19
201,1146,-39.60,4.82,7.45,-32.74,2.50,2.90,1.66,3.50,0.83,1033.18
202,1135,-45.89,5.10,7.46,-6.99,2.41,2.83,1.32,3.50,0.79,1038.78
203,1133,-44.37,2.82,7.45,0.44,2.42,2.65,1.46,3.63,0.67,1044.54
204,1136,-40.50,1.03,5.87,2.66,5.09,7.33,2.05,4.71,0.82,1052.12
205,1127,-45.22,1.03,5.92,-1.80,2.53,2.75,1.32,3.79,0.87,1058.10
206,1133,-40.46,0.25,5.12,0.29,2.68,2.82,1.94,3.83,0.93,1064.79
207,1127,-37.34,0.53,5.01,2.44,2.77,2.85,1.23,4.39,0.58,1071.00
208,1134,-39.56,0.58,4.31,0.49,2.74,2.86,1.80,3.86,0.79,1077.45
209,1131,-44.22,4.81,7.44,1.23,2.71,2.86,1.61,3.87,0.53,1083.46
210,1130,-30.49,3.17,6.27,2.22,2.58,2.81,1.74,3.80,0.82,1089.82
211,1131,-40.21,3.34,6.32,6.15,7.29,7.38,1.71,3.84,0.58,1095.96
212,1140,-39.35,3.31,6.32,-11.53,4.90,5.16,1.73,3.76,0.87,1102.33
213,1140,-30.33,1.06,5.11,-4.06,4.86,5.07,1.84,4.00,0.88,1109.05
214,1142,-40.46,3.19,5.72,0.70,9.60,9.71,1.72,3.91,0.63,1115.31
215,1139,-42.66,2.80,7.35,-1.16,4.90,5.20,1.91,3.90,0.81,1121.93
216,1140,-42.40,2.80,6.22,-43.26,4.77,5.17,1.58,4.00,0.57,1128.08
217,1146,-39.47,3.01,6.09,-29.88,4.78,5.14,1.92,3.87,0.93,1134.79
218,1147,-42.99,2.38,5.61,-34.28,2.31,2.83,1.94,3.91,0.68,1141.32
219,1145,-38.41,2.80,5.74,-32.82,2.50,2.81,1.74,3.66,0.79,1147.51
220,1141,-41.96,0.95,5.10,-17.06,2.53,2.83,1.51,3.98,0.93,1153.93
221,1146,-44.12,0.57,5.08,-36.19,4.87,5.19,1.56,4.09,0.63,1160.21
222,1147,-41.95,1.10,4.79,-32.88,3.07,5.06,1.79,3.95,1.13,1167.09
223,1148,-36.87,1.05,4.85,-25.28,2.06,2.66,1.12,4.12,0.75,1173.08
224,1144,-39.53,4.24,9.59,-31.67,2.32,2.88,1.99,3.87,0.72,1179.65
225,1146,-42.77,4.85,8.41,-26.84,4.23,5.09,1.45,3.76,0.91,1185.77
226,1144,-39.07,4.63,8.02,-35.09,4.64,5.09,1.23,4.43,0.66,1192.09
227,1141,-37.33,2.88,7.25,-35.87,7.15,9.79,1.72,3.88,0.55,1198.24
228,1136,-30.98,1.12,6.35,-19.72,2.19,2.63,1.62,3.99,1.06,1204.92
229,1139,-39.21,2.72,6.64,-18.17,2.30,2.62,1.07,4.13,0.66,1210.78
230,1134,-34.23,1.41,6.18,4.77,5.02,5.13,1.79,3.84,0.50,1216.92
231,1140,-37.65,1.05,5.80,3.46,4.92,5.05,1.75,4.03,0.90,1223.59
232,1143,-44.63,2.77,6.16,-2.66,5.07,5.18,1.68,4.29,0.55,1230.11
233,1131,-35.67,5.45,7.46,-40.05,4.77,5.16,1.59,4.12,0.84,1236.66
234,1134,-41.22,3.49,6.28,-34.64,4.73,5.07,1.30,4.37,0.61,1242.93
235,1139,-46.01,5.28,7.44,-38.78,4.48,5.10,1.48,3.91,0.82,1249.14
236,1138,-30.81,3.20,6.64,-26.75,2.29,2.67,1.35,3.93,0.78,1255.20
237,1138,-38.66,2.98,6.68,-28.62,2.47,2.77,1.51,3.97,0.93,1261.61
238,1145,-41.81,0.85,5.83,0.53,2.64,2.77,1.29,4.19,1.10,1268.19
239,1135,-36.98,3.16,6.30,0.55,2.61,2.79,1.61,4.12,0.68,1274.61
240,1144,-42.04,4.78,7.49,0.76,5.08,5.21,1.89,4.02,0.73,1281.25
241,1148,-42.69,0.79,5.10,1.31,4.94,5.21,1.34,4.32,0.79,1287.70
242,1150,-33.42,5.23,7.44,-2.06,2.60,5.14,1.71,4.20,0.87,1294.48
243,1145,-42.35,2.94,6.64,0.77,2.58,2.76,1.99,3.95,0.98,1301.40
244,1148,-42.53,2.85,6.61,3.61,9.68,9.82,1.44,4.16,0.86,1307.86
245,1147,-36.28,1.14,5.59,0.61,4.71,5.01,1.71,4.41,0.90,1314.88
246,1135,-41.03,1.44,5.67,2.38,2.81,2.86,1.47,4.19,1.02,1321.56
247,1147,-35.08,2.82,5.94,-1.73,2.71,2.81,1.99,4.19,0.67,1328.40
248,1141,-42.04,2.97,6.18,7.42,9.73,9.80,1.97,3.96,1.04,1335.37
249,1145,-29.47,0.69,5.36,3.30,5.06,5.12,1.37,4.60,0.56,1341.90
