Gen,NbVert,T_Min,T_Avg,T_Max,V_Min,V_Avg,V_Max,T_mutat,T_eval,T_valid,T_total
86,1124,-42.40,0.31,4.95,-3.81,2.42,2.69,0.84,3.41,0.70,352.00
87,1134,-35.94,2.07,6.11,-26.30,2.21,2.70,1.64,3.33,0.53,357.51
88,1126,-39.72,4.49,7.50,2.95,4.83,5.03,1.47,2.61,1.01,362.60
89,1123,-34.15,0.86,5.10,-1.46,0.49,0.59,0.95,3.21,0.62,367.38
90,1126,-35.43,2.73,6.26,2.14,4.84,5.14,1.35,2.83,0.61,372.17
91,1131,-39.01,0.58,5.16,-1.45,0.59,0.73,1.62,3.02,0.62,377.42
92,1121,-42.51,0.14,5.11,3.54,4.93,5.03,1.65,2.96,0.65,382.70
93,1119,-44.49,0.39,4.50,5.01,7.31,7.45,1.74,3.31,0.51,388.26
94,1121,-43.03,0.18,4.49,0.53,2.51,2.77,1.15,3.17,0.67,393.24
95,1119,-38.73,4.50,7.50,0.37,0.61,0.67,1.45,2.89,0.70,398.29
96,1122,-42.94,1.85,6.26,4.69,4.86,4.93,1.25,3.08,0.69,403.31
97,1117,-36.33,-0.83,4.39,1.42,4.93,5.05,1.51,3.65,0.49,408.96
98,1122,-38.87,0.53,5.06,3.66,4.79,4.94,1.13,3.25,0.89,414.22
99,1119,-36.33,2.81,7.32,2.06,2.57,2.72,1.24,3.52,0.66,419.64
100,1128,-42.40,0.02,5.23,4.86,5.04,5.06,1.35,2.94,0.71,424.65
101,1130,-43.37,4.10,7.26,-0.70,2.57,2.79,1.13,3.54,1.06,430.38
102,1133,-42.49,2.01,6.14,-0.17,4.96,5.11,1.18,3.35,0.56,435.47
103,1128,-31.72,-1.05,4.94,-0.07,4.89,5.06,0.98,3.47,0.53,440.44
104,1121,-39.71,0.10,5.15,3.31,6.83,7.38,1.50,2.87,0.74,445.56
105,1126,-36.12,0.66,5.13,-11.48,2.05,2.69,1.20,3.24,0.49,450.49
106,1138,-43.66,0.14,9.53,-9.10,2.06,2.79,1.52,2.98,0.89,455.88
107,1129,-42.26,-0.22,5.15,0.30,4.68,5.17,1.00,3.20,0.50,460.57
108,1128,-42.35,-0.32,5.82,-1.56,4.75,7.21,1.40,2.89,0.61,465.47
109,1133,-35.20,-0.21,5.41,2.52,6.48,7.45,1.71,3.89,0.65,471.72
110,1119,-40.00,-1.03,4.57,-0.29,2.34,2.87,1.45,3.27,1.02,477.47
111,1124,-35.77,-1.54,3.74,0.34,2.01,2.80,1.29,3.46,0.75,482.97
112,1121,-39.23,-1.08,3.67,-42.55,4.52,7.33,1.57,3.47,0.63,488.65
113,1118,-41.34,-0.04,4.92,-2.57,1.86,2.72,1.43,3.77,0.87,494.72
114,1124,-39.32,2.37,7.27,-39.80,4.28,5.09,1.06,3.52,1.14,500.43
115,1134,-37.47,-0.34,4.79,-36.94,2.14,2.84,1.19,3.49,0.56,505.66
116,1122,-42.85,-1.10,4.59,-29.03,2.23,2.73,1.93,3.70,0.66,511.95
117,1122,-35.14,-1.25,3.82,-33.23,2.16,2.82,1.28,3.80,0.91,517.94
118,1118,-43.72,2.43,5.17,-17.21,4.56,5.11,1.06,3.50,0.56,523.06
119,1127,-42.43,2.20,5.16,-9.44,-0.45,2.71,1.88,3.35,0.68,528.98
120,1132,-34.97,0.74,4.34,-21.26,7.02,7.34,1.48,3.26,0.66,534.39
121,1126,-43.81,4.27,7.44,-28.36,3.33,5.06,1.68,3.13,0.65,539.85
122,1118,-35.69,1.59,6.25,2.95,7.18,7.50,1.19,3.49,0.65,545.18
123,1120,-43.39,0.52,5.12,1.03,4.28,5.10,1.37,3.61,0.84,551.01
124,1116,-44.77,4.88,7.51,-1.61,2.62,2.84,1.09,3.30,0.52,555.92
125,1130,-42.27,0.48,5.19,-2.12,2.46,2.66,2.05,3.69,0.67,562.32
126,1140,-41.47,2.88,6.31,-35.14,6.96,7.35,1.51,3.82,0.95,568.61
127,1131,-34.58,0.35,5.12,-28.91,4.50,4.95,1.41,3.99,1.15,575.16
128,1131,-27.99,0.97,5.20,-37.66,2.47,2.82,1.29,4.31,0.97,581.72
129,1127,-23.86,1.13,5.04,-38.68,7.13,7.51,1.28,3.94,0.78,587.73
130,1125,-33.32,1.04,4.40,-35.17,4.74,5.19,1.55,4.02,0.73,594.03
131,1127,-44.48,0.49,4.87,-43.30,4.71,5.14,1.64,3.62,1.27,600.56
132,1126,-38.07,3.11,5.17,-23.15,2.15,2.57,1.29,3.93,0.65,606.42
133,1135,-34.63,5.17,7.48,2.26,4.90,5.18,1.60,3.81,0.70,612.53
134,1141,-39.88,2.47,6.30,-3.15,4.96,5.12,1.03,3.78,0.86,618.20
135,1134,-39.22,0.75,5.10,-16.21,2.17,2.70,1.64,4.11,0.62,624.57
136,1133,-32.56,0.84,5.15,-10.94,2.14,2.76,1.86,3.79,0.61,630.84
137,1122,-42.24,2.49,6.29,-23.80,2.43,2.81,1.16,3.82,0.84,636.66
138,1124,-43.91,0.10,5.10,-37.09,1.96,2.78,1.74,3.90,0.63,642.94
139,1125,-33.95,4.94,9.75,-2.62,3.49,5.04,1.58,3.15,1.16,648.83
140,1128,-44.65,0.17,6.27,1.35,4.25,5.07,1.37,3.33,0.58,654.11
141,1131,-44.41,2.41,7.40,-28.73,1.47,2.76,1.84,3.12,0.57,659.63
142,1126,-32.23,1.98,6.59,-34.98,3.13,5.12,1.32,3.47,0.66,665.09
143,1124,-33.16,1.59,5.96,-34.76,2.50,2.89,1.69,3.27,0.57,670.63
144,1127,-41.28,2.85,6.64,-35.50,4.80,5.20,1.35,3.54,0.67,676.19
145,1125,-38.53,2.96,6.42,-40.32,4.73,5.15,1.70,3.04,0.65,681.58
146,1129,-33.44,5.05,7.33,-28.28,4.50,5.15,1.13,3.41,0.69,686.81
147,1132,-44.97,0.31,5.49,-33.61,2.29,2.84,1.54,3.54,1.24,693.14
148,1129,-34.55,2.94,6.23,-33.52,4.50,5.13,1.20,3.70,0.67,698.72
149,1124,-38.63,0.43,5.05,-23.77,2.24,2.71,1.64,3.40,0.61,704.36
150,1124,-43.07,2.80,7.49,-22.36,1.55,2.75,1.80,3.52,0.69,710.36
151,1126,-39.06,0.10,5.14,-35.66,2.00,2.82,1.21,3.41,0.65,715.63
152,1127,-43.71,2.47,6.28,-38.32,4.41,5.14,1.74,3.46,0.91,721.74
153,1130,-44.65,4.79,7.51,-26.43,1.71,2.70,1.53,3.25,0.61,727.13
154,1132,-42.83,2.67,6.32,-20.07,3.71,5.08,1.40,3.16,0.80,732.48
155,1130,-40.66,2.62,6.34,-43.20,8.55,9.74,1.84,3.18,0.52,738.01
156,1128,-45.09,0.50,5.42,-34.85,7.09,7.47,1.22,3.47,0.70,743.41
157,1131,-43.54,0.53,5.16,-29.09,2.49,5.03,2.09,3.19,0.66,749.35
158,1127,-35.55,-0.48,5.06,-31.97,2.11,2.83,1.75,3.65,1.08,755.83
159,1130,-36.85,-0.63,5.01,-35.29,2.22,2.79,1.56,3.57,1.10,762.06
160,1128,-44.65,2.10,5.11,-41.44,2.29,2.76,1.71,3.47,0.62,767.85
161,1132,-27.69,0.60,4.55,-29.94,2.28,2.79,2.04,3.20,1.01,774.11
162,1135,-45.55,4.68,7.49,-30.03,2.26,2.87,1.56,3.39,0.79,779.83
163,1125,-40.95,3.35,6.33,-41.70,4.96,7.41,1.66,3.85,0.65,785.99
164,1129,-42.15,3.29,7.49,-41.21,4.76,5.19,1.41,3.56,0.80,791.75
165,1115,-42.51,0.76,5.11,-33.99,2.27,2.78,1.69,4.00,0.67,798.11
166,1124,-42.27,1.25,5.86,-34.15,4.77,5.20,1.66,3.85,0.95,804.57
167,1124,-44.96,0.29,5.10,-26.97,2.06,2.80,1.30,3.96,0.76,810.60
168,1135,-41.81,4.71,7.54,-26.90,2.16,2.79,1.72,2.88,1.28,816.48
169,1121,-40.18,1.09,5.22,-28.63,9.09,9.70,1.71,3.98,1.27,823.44
170,1120,-44.23,0.39,5.16,-36.83,4.73,5.18,1.29,3.91,0.62,829.26
171,1124,-43.04,1.61,5.15,1.36,5.07,5.15,2.28,3.50,0.76,835.80
172,1121,-45.84,6.77,9.77,-7.18,2.40,2.82,1.32,3.46,0.58,841.17
173,1115,-32.73,0.45,6.24,-1.47,4.40,5.06,1.65,3.39,0.90,847.11
174,1125,-40.23,2.25,7.46,5.85,7.38,7.44,1.40,3.86,0.62,853.00
175,1128,-29.58,3.36,7.42,-1.39,2.50,2.77,1.64,3.87,1.09,859.60
176,1130,-40.94,1.05,5.89,-6.05,1.84,2.67,1.71,3.81,0.87,865.98
177,1127,-40.75,1.21,6.18,-3.58,2.41,2.79,1.93,2.76,0.78,871.44
178,1128,-41.19,5.13,7.43,4.97,7.35,7.48,1.42,3.19,0.75,876.80
179,1124,-42.36,3.14,6.82,2.46,2.73,2.86,2.03,3.44,0.65,882.93
180,1120,-43.42,1.17,5.12,4.78,5.08,5.16,1.49,3.30,0.78,888.50
181,1128,-40.66,0.72,5.98,4.91,5.18,5.23,1.74,3.39,0.58,894.20
182,1122,-44.29,4.73,7.42,0.74,2.50,2.81,1.29,3.55,0.55,899.60
183,1134,-38.39,2.83,6.62,0.92,4.91,5.04,1.45,3.30,0.68,905.03
184,1130,-43.67,4.97,7.48,0.68,2.59,2.81,1.46,3.05,0.63,910.18
185,1121,-43.41,2.96,6.32,0.46,2.58,2.78,1.76,2.96,0.80,915.69
186,1132,-41.22,0.97,5.28,0.59,2.55,2.81,1.95,3.08,0.79,921.51
187,1127,-44.51,0.64,5.14,2.56,2.79,2.86,1.90,3.27,0.59,927.28
188,1132,-41.66,1.03,5.15,3.55,5.12,5.16,1.86,2.95,0.71,932.80
189,1126,-41.95,2.81,5.88,2.74,4.73,5.09,1.54,3.28,0.69,938.31
190,1135,-41.16,2.91,5.84,-0.25,2.56,2.68,1.63,3.56,0.90,944.40
191,1128,-43.39,0.83,5.07,4.85,5.12,5.18,1.75,3.52,0.94,950.60
192,1125,-40.85,2.61,5.69,4.59,5.00,5.12,1.60,3.32,0.64,956.16
193,1130,-40.06,-0.88,5.03,4.74,7.37,7.49,1.40,4.11,0.73,962.40
194,1125,-36.77,0.38,4.61,2.58,4.65,5.14,1.80,3.61,0.60,968.41
195,1122,-44.47,4.58,7.47,-19.05,2.42,2.71,1.42,3.22,0.69,973.74
196,1128,-44.47,4.63,7.49,-31.75,2.20,2.81,1.11,3.24,0.82,978.91
197,1128,-40.72,2.37,6.28,-26.16,2.40,2.81,1.77,3.67,0.58,984.93
198,1134,-37.84,1.06,5.39,-33.76,3.15,5.21,1.82,3.90,0.57,991.22
199,1134,-43.64,1.08,5.83,-22.62,2.37,2.70,1.52,3.31,0.95,997.00
200,1136,-42.27,1.13,5.13,-41.86,2.40,2.80,1.95,3.40,0.85,1003.20
201,1146,-39.60,4.82,7.45,-32.74,2.50,2.90,1.49,3.67,0.53,1008.88
202,1135,-45.89,5.10,7.46,-6.99,2.41,2.83,1.63,3.22,0.79,1014.53
203,1133,-44.37,2.82,7.45,0.44,2.42,2.65,1.33,3.57,0.80,1020.22
204,1136,-40.50,1.03,5.87,2.66,5.09,7.33,2.05,4.09,0.69,1027.06
205,1127,-45.22,1.03,5.92,-1.80,2.53,2.75,1.70,3.57,0.72,1033.04
206,1133,-40.46,0.25,5.12,0.29,2.68,2.82,1.59,4.03,0.74,1039.40
207,1127,-37.34,0.53,5.01,2.44,2.77,2.85,1.24,4.17,0.71,1045.52
208,1134,-39.56,0.58,4.31,0.49,2.74,2.86,1.44,3.99,0.63,1051.57
209,1131,-44.22,4.81,7.44,1.23,2.71,2.86,1.69,3.49,0.59,1057.36
210,1130,-30.49,3.17,6.27,2.22,2.58,2.81,1.52,3.57,0.77,1063.22
211,1131,-40.21,3.34,6.32,6.15,7.29,7.38,1.47,3.32,0.75,1068.77
212,1140,-39.35,3.31,6.32,-11.53,4.90,5.16,1.39,3.80,0.60,1074.56
213,1140,-30.33,1.06,5.11,-4.06,4.86,5.07,1.60,3.77,0.84,1080.77
214,1142,-40.46,3.19,5.72,0.70,9.60,9.71,1.77,3.75,0.83,1087.11
215,1139,-42.66,2.80,7.35,-1.16,4.90,5.20,1.57,4.03,0.58,1093.30
216,1140,-42.40,2.80,6.22,-43.26,4.77,5.17,1.63,3.62,0.77,1099.32
217,1146,-39.47,3.01,6.09,-29.88,4.78,5.14,1.48,3.73,0.88,1105.41
218,1147,-42.99,2.38,5.61,-34.28,2.31,2.83,2.23,3.61,0.86,1112.11
219,1145,-38.41,2.80,5.74,-32.82,2.50,2.81,1.39,3.71,0.85,1118.05
220,1141,-41.96,0.95,5.10,-17.06,2.53,2.83,1.61,3.96,0.60,1124.23
221,1146,-44.12,0.57,5.08,-36.19,4.87,5.19,1.64,3.60,0.84,1130.31
222,1147,-41.95,1.10,4.79,-32.88,3.07,5.06,1.49,4.21,0.64,1136.65
223,1148,-36.87,1.05,4.85,-25.28,2.06,2.66,1.32,3.74,0.88,1142.60
224,1144,-39.53,4.24,9.59,-31.67,2.32,2.88,1.54,3.65,0.76,1148.55
225,1146,-42.77,4.85,8.41,-26.84,4.23,5.09,1.38,3.72,0.83,1154.48
226,1144,-39.07,4.63,8.02,-35.09,4.64,5.09,1.38,3.99,0.57,1160.42
227,1141,-37.33,2.88,7.25,-35.87,7.15,9.79,1.59,3.82,0.81,1166.65
228,1136,-30.98,1.12,6.35,-19.72,2.19,2.63,1.23,4.14,0.75,1172.77
229,1139,-39.21,2.72,6.64,-18.17,2.30,2.62,1.22,3.97,0.61,1178.58
230,1134,-34.23,1.41,6.18,4.77,5.02,5.13,1.64,3.83,0.92,1184.97
231,1140,-37.65,1.05,5.80,3.46,4.92,5.05,1.30,4.29,0.62,1191.18
232,1143,-44.63,2.77,6.16,-2.66,5.07,5.18,1.83,3.67,0.94,1197.63
233,1131,-35.67,5.45,7.46,-40.05,4.77,5.16,1.15,4.00,0.54,1203.32
234,1134,-41.22,3.49,6.28,-34.64,4.73,5.07,1.52,3.86,0.69,1209.40
235,1139,-46.01,5.28,7.44,-38.78,4.48,5.10,1.20,3.79,0.79,1215.18
236,1138,-30.81,3.20,6.64,-26.75,2.29,2.67,1.19,4.14,0.73,1221.23
237,1138,-38.66,2.98,6.68,-28.62,2.47,2.77,1.35,4.04,0.64,1227.26
238,1145,-41.81,0.85,5.83,0.53,2.64,2.77,1.68,3.99,0.91,1233.84
239,1135,-36.98,3.16,6.30,0.55,2.61,2.79,1.38,4.00,0.74,1239.95
240,1144,-42.04,4.78,7.49,0.76,5.08,5.21,1.69,3.68,0.52,1245.85
241,1148,-42.69,0.79,5.10,1.31,4.94,5.21,1.55,3.90,0.69,1251.98
242,1150,-33.42,5.23,7.44,-2.06,2.60,5.14,1.67,3.89,0.96,1258.50
243,1145,-42.35,2.94,6.64,0.77,2.58,2.76,1.70,4.15,0.62,1264.98
244,1148,-42.53,2.85,6.61,3.61,9.68,9.82,1.80,3.84,0.70,1271.32
245,1147,-36.28,1.14,5.59,0.61,4.71,5.01,1.56,4.26,0.77,1277.92
246,1135,-41.03,1.44,5.67,2.38,2.81,2.86,1.64,4.09,0.65,1284.30
247,1147,-35.08,2.82,5.94,-1.73,2.71,2.81,1.72,4.15,0.83,1291.01
248,1141,-42.04,2.97,6.18,7.42,9.73,9.80,1.54,4.14,0.58,1297.27
249,1145,-29.47,0.69,5.36,3.30,5.06,5.12,1.62,4.12,0.56,1303.57
